SKU,Launch Year,SKUs Recently Added,CategoryID,ProductID,RootModelNumber,Category,Product,Configuration,CurrentMinRetailerPrice,CurrentAvgRetailerPrice,CurrentMaxRetailerPrice,Online Price Quartile,Retailer Price Quartile,Online Price Range,Brand,Series,Standard Color,Capacity Range,Width (Approx.),Built-in Water Heater,Energy Rating,Motor Speeds,Stackable,Steam Cycle,Maximum RPM,CEE Tier,Wash Basket Material,Number Wash Cycles,Derivative Model,Model Status,Wifi Connected,Capacity (cu ft),ADA Compliant,Cold Optimized,Agitator or Impeller,Commercial (Yes/No),Detergent Dispenser,Fabric Softener Dispenser,Bleach Dispenser,POD Dispenser,Auto Dose Dispenser,Description,Key Feature,Key Feature1,Key Feature2,Key Feature3,Key Feature4,Key Feature5,Additional Features1,Additional Features2,Additional Features3,Additional Features4,Additional Features5,Additional Features6,Additional Features7,Additional Features8,Additional Features9,Additional Features10,Additional Features11,Additional Features12,Additional Features13,Additional Features14,Additional Features15,Color Description,Width,Height,Depth,Additional Dimensions1,Additional Dimensions2,Additional Dimensions3,Appearance1,Appearance2,Appearance3,Appearance4,Appearance5,Appearance6,Appearance7,Appearance8,Appearance9,Appearance10,Appearance11,Capacity1,Capacity2,Controls1,Controls2,Controls3,Controls4,Controls5,Controls6,Controls7,Controls8,Controls9,Controls10,Convenience Features1,Convenience Features2,Convenience Features3,Convenience Features4,Convenience Features5,Convenience Features6,Convenience Features7,Convenience Features8,Convenience Features9,Convenience Features10,Convenience Features11,Convenience Features12,Convenience Features13,Convenience Features14,Convenience Features15,Convenience Features16,Convenience Features17,Dimensions1,Dimensions2,Energy/Sound/Power1,Energy/Sound/Power2,Energy/Sound/Power3,Energy/Sound/Power4,Energy/Sound/Power5,Energy/Sound/Power6,Energy/Sound/Power7,Energy/Sound/Power8,Wash Cycles1,Wash Cycles2,Wash Cycles3,Wash Cycles4,Wash Cycles5,Wash Cycles6,Wash Cycles7,Wash Cycles8,Wash Cycles9,Wash Cycles10,Wash Cycles11,Wash Cycles12,Wash Cycles13,Wash Cycles14,Wash Cycles15,Wash Cycles16,Wash Cycles17,Wash Cycles18,Wash Cycles19,Wash Cycles20,Wash Cycles21,Wash Cycles22,Wash Cycles23,Wash Cycles24,Wash Cycles25,Wash Cycles26,Wash Cycles27,Wash Cycles28,Wash Cycles29,Wash Cycles30,Wash Cycles31,Wash Cycles32,Wash Cycles33,Wash Cycles34,Wash Cycles35,Wash Cycles36,Wash Cycles37,Wash Cycles38,Wash Cycles39,Wash Cycles40,Wash Cycles41,Washing System1,Washing System2,Washing System3,Washing System4,Washing System5,Washing System6,Washing System7,Washing System8,Washing System9,Washing System10,Washing System11,Washing System12,Washing System13,Washing System14,Washing System15,Washing System16
ngd5800hw,2019,11/7/2019,1,5,NGD5800H,Laundry,Dryers,Match Front Load Washer,808,819,828,Low - 25% & Below,,,Amana,,Gas,White,7.0 to 7.9 cu ft,27,Energy Star®,Yes,No,Vent,No,Active Model,No,No,7.4,Yes,7.4 cu ft Front Load Gas Dryer,,12 Dry Cycles,,Wrinkle Prevent Setting,Reversible Door,,,64 Ft. Vent Length,Optional - Dry Rack Accessory,Optional - Pedestal (WFP2715HW),Quad Baffles,Stackable,,,,,,,,,,,,,,White,27 inches,38 3/4 inches,31 inches,"27"" Minimum Opening",,,,Front Loading Styling,Powder-Coated Drum,Reversible Door,Side Swing Door,Window Door,,,,,,7.4 Cu. Ft.,,,Status Indicator,Tap Touch Controls,Temperature Controls,,,,,,,,Cycle Signal,Cycle Time Remaining Display,,Drum Light,Front Lint Screen,,,,,,,,,,,,,,,,"38 3/4"" H x 31"" D x 27"" W",,,3 Drying Levels,4 Temperature Selections,Bulky Items Cycle,Colors Cycle,Delicate Dry Cycle,Eco Dry Option,EcoBoost™,Energy Saver,Heavy Duty Cycle,Normal Cycle,Quick Dry,Regular Cycle,Sanitize Cycle,Timed Dry,Towels Cycle,Whites Cycle,Wrinkle Control Cycle,,,,,,,,,,,,,,,,,Moisture Sensor,,,,,,,,,"240V, 60Hz",5400W Dryer Rating,Energy Star® Certified,,,,,,,,,,,,,,,,,,,,,,
ns-fdrg80w3,2023,6/20/2023,1,5,,Laundry,Dryers,Match Front Load Washer,600,600,600,Low - 25% & Below,,,Insignia,,Gas,White,8.0 cu ft and Over,27,Energy Star®,No,Yes,Vent,,Active Model,No,No,8,Unassigned,8.0 Cu. Ft. Gas Dryer with Steam and Sensor Dry - White,,12 Dry Cycles with 5 Temp Settings,Steam and Sensor Dry,Energy Star® Certified,My Cycle Button,,LP Convertible Kit,,,,,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,Front Load Design,,,,,,,,,,,8.0 Cu Ft Capacity,,Front Control Panel,,,,,,,,,,,End-Of-Cycle Signal,,,,,,,,,,,,,,,,,,,,"39 13/16"" H x 33 3/4"" D x 27"" W",,12 Dry Cycles with 10 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto-Sense Drying,,,,,,,,,,"120V, 60 Hz, 9.5 Amps",,,,,,,,,,,,,,,,,,,,,,,,
pfd87gspvrs,2024,3/9/2024,1,5,,Laundry,Dryers,Match Front Load Washer,1044,1048,1050,High/Mid - 50% to 75%,,,GE,Profile™,Gas,Blue,7.0 to 7.9 cu ft,28,Energy Star®,Yes,Yes,Vent,,Active Model,Yes,No,7.8,Unassigned,7.8 cu. ft. Capacity Smart Front Load Gas Dryer with Steam and S,,12 Dry Cycles w/ 5 Heat Selections,7.8 Cu. Ft. Capacity,Energy Star® Certified,Reverse-A-Door,Washer Link and WiFi Connect,Power Cord Included,,,,,,,,,,,,,,,,,,,Sapphire Blue,,,,"28"" Minimum Opening (Width)",,,ADA Compliant,,,,,,,,,,,7.8 Cu Ft Capacity,,LED Display,,,,,,,,,,,Check Vent Indicator,,,,,,,,,,,,,,,,,,,,"39 3/4"" H x 32"" D x 28"" W",,12 Dry Cycles with 3 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Dryness Levels,,,,,,,,,,"120V, 60 Hz, 6 Amps",,,,,,,,,,,,,,,,,,,,,,,,
pfd87gssvww,2024,5/8/2024,1,5,,Laundry,Dryers,Match Front Load Washer,1048,1049,1050,High/Mid - 50% to 75%,,,GE,Profile™,Gas,White,7.0 to 7.9 cu ft,28,Energy Star®,Yes,Yes,Vent,,Active Model,Yes,No,7.8,Unassigned,7.8 Cu. Ft. Stackable Smart Gas Dryer with Steam and Washer Link,,12 Dry Cycles w/ 5 Heat Selections,7.8 Cu. Ft. Capacity,Energy Star® Certified,Reverse-A-Door,Washer Link and WiFi Connect,Power Cord Included,,,,,,,,,,,,,,,,,,,White,,,,"28"" Minimum Opening (Width)",,,ADA Compliant,,,,,,,,,,,7.8 Cu Ft Capacity,,LED Display,,,,,,,,,,,Check Vent Indicator,,,,,,,,,,,,,,,,,,,,"39 3/4"" H x 32"" D x 28"" W",,12 Dry Cycles with 3 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Dryness Levels,,,,,,,,,,"120V, 60 Hz, 6 Amps",,,,,,,,,,,,,,,,,,,,,,,,
ptd90gbptdg,2022,3/22/2022,1,5,,Laundry,Dryers,Match Front Load Washer,998,999,1000,Low/Mid - 25% to 50%,,,GE,,Gas,Gray,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.3,No,7.3 cu ft Gas Dryer,,11 Dry Cycles w/ 5 Heat Selections,,Energy Star® Certified,Sensor Dry,Washer Link and WiFi Connect,120 Ft Long Vent Capability,,,,,,,,,,,,,,,,,,,Diamond Gray,,,,"27"" Minimum Opening (Width)",,,Reverse-A-Door,,,,,,,,,,,7.3 Cu Ft Capacity,,LED Cycle Countdown,,,,,,,,,,,Front Serviceable,,,,,,,,,,,,,,,,,,,,"43 7/8"" H x 31"" D x 27"" W",,Bulky Items Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Temperature Selections,,,,,,,,,,"22,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,,
ptd90gbptrs,2022,3/22/2022,1,5,,Laundry,Dryers,Match Front Load Washer,948,988,1000,Low/Mid - 25% to 50%,,,GE,Profile™,Gas,Blue,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.3 cu ft Gas Dryer,,11 Dry Cycles w/ 5 Heat Selections,,Energy Star® Certified,Sensor Dry,Washer Link and WiFi Connect,120 Ft Long Vent Capability,,,,,,,,,,,,,,,,,,,Sapphire Blue,,,,"27"" Minimum Opening (Width)",,,Reverse-A-Door,,,,,,,,,,,7.3 Cu Ft Capacity,,LED Cycle Countdown,,,,,,,,,,,Front Serviceable,,,,,,,,,,,,,,,,,,,,"43 7/8"" H x 31"" D x 27"" W",,Bulky Items Cycle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Temperature Selections,,,,,,,,,,"22,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,,
sgd67d0wg,2023,7/17/2023,1,5,,Laundry,Dryers,Match Front Load Washer,855,1152,1450,High - 75% & Above,,,Avanti,,Gas,White,6.0 to 6.9 cu ft,30,Unassigned,No,No,Vent,,Active Model,No,No,6.7,Unassigned,,,6.7 cu ft Capacity,10 Automatic Cycles,Wrinkle Care Setting,Reversible Door,,Power Cord Sold Separately,,,,,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,Rear Control Panel,,,,,,,,,,,6.7 Cu Ft Capacity,,Cycle Status Indicator Lights,,,,,,,,,,,Clean Lint Filter Reminder,,,,,,,,,,,,,,,,,,,,"43"" H x 30 1/4"" D x 27"" W",,10 Automatic Cycles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Drying Temperatures,,,,,,,,,,Gas Dryer,,,,,,,,,,,,,,,,,,,,,,,,
wed6605mw,2022,9/14/2022,1,5,,Laundry,Dryers,Match Front Load Washer,800,909,1049,Low/Mid - 25% to 50%,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,,Active Model,Unassigned,No,7.4,Unassigned,7.4 Cu. Ft. Electric Wrinkle Shield Dryer with Steam,,37 Dry Cycles with 7 Options,,Energy Star® Certified,Wrinkle Shield™ Plus with Steam,Steam Refresh Cycle,Stackable Installation,,,,,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,Front Control Panel,,,,,,,,,,,7.4 Cu Ft Capacity,,Cycle Time Remaining,,,,,,,,,,,Front-Mounted Lint Screen,,,,,,,,,,,,,,,,,,,,"38 1/8"" H x 31"" D x 27"" W",,37 Dry Cycles with 7 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Moisture Sensing,,,,,,,,,,"240V, 60 Hz, 30 Amps",,,,,,,,,,,,,,,,,,,,,,,,
wgd5605mc,2022,8/9/2022,1,5,,Laundry,Dryers,Match Front Load Washer,798,897,1149,Low/Mid - 25% to 50%,,,Whirlpool,,Gas,Other,7.0 to 7.9 cu ft,27,Energy Star®,Yes,No,Vent,,Active Model,Unassigned,No,7.4,Unassigned,7.4 cu ft Gas Dryer,,36 Dry Cycles with 4 Temperatures,Quad Baffle Drying System,Energy Star® Certified,,Wrinkle Shield™ Option,64 Ft Maximum Vent Length,,,,,,,,,,,,,,,,,,,Chrome Shadow,,,,,,,Reversible Door,,,,,,,,,,,7.4 Cu Ft Capacity,,Intuitive Controls,,,,,,,,,,,Front Lint Screen,,,,,,,,,,,,,,,,,,,,"38 1/8"" H x 31"" D x 27"" W",,36 Dry Cycles with 5 Drying Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Drying Temperatures,,,,,,,,,,Energy Star,,,,,,,,,,,,,,,,,,,,,,,,
wgd5605mw,2022,3/22/2022,1,5,,Laundry,Dryers,Match Front Load Washer,798,883,1049,Low/Mid - 25% to 50%,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,27,Energy Star®,Yes,No,Vent,No,Active Model,No,No,7.4,Yes,7.4 cu ft Gas Dryer,,36 Dry Cycles with 4 Temperatures,Quad Baffle Drying System,Energy Star® Certified,,Wrinkle Shield™ Option,64 Ft Maximum Vent Length,,,,,,,,,,,,,,,,,,,White,,,,,,,Reversible Door,,,,,,,,,,,7.4 Cu Ft Capacity,,Intuitive Controls,,,,,,,,,,,Front Lint Screen,,,,,,,,,,,,,,,,,,,,"38 1/8"" H x 31"" D x 27"" W",,36 Dry Cycles with 5 Drying Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Drying Temperatures,,,,,,,,,,Energy Star,,,,,,,,,,,,,,,,,,,,,,,,
wgd560lhw,2019,1/15/2019,1,5,WGD560LH,Laundry,Dryers,Match Front Load Washer,1034,1090,1199,High/Mid - 50% to 75%,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,27,Unassigned,Yes,No,Vent,No,Active Model,No,No,7.4,No,7.4 cu ft Gas Dryer,,36 Dry Cycles with 3 Dryness Level,,Advanced Moisture Sensing,Wrinkle Shield™ Option,,160 Ft Maximum Vent Length,,Optional - LP Conversion Kit,,,,,,,,,,,,,,,,,White,27 inches,38 3/4 inches,31 inches,,,,,Reversible Door,Side Swing Door,White Color Finish,,,,,,,,7.4 Cu. Ft. Capacity,,Automatic Dry Control,,Intuitive Controls,,,,,,,,,,Front-Mounted Lint Screen,,,,,,,,,,,,,,,,,,,"38 3/4"" H x 31"" D x 27"" W",,,36 Dry Cycles,4 Temperature Settings,Wrinkle Shield™ Option,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moisture Sensor Control,Quad Baffle Drying System,,,,,,,,"120V, 60Hz, 15Amps","20,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,
wgd6605mc,2022,9/14/2022,1,5,,Laundry,Dryers,Match Front Load Washer,898,1017,1249,High/Mid - 50% to 75%,,,Whirlpool,,Gas,Silver,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,,Active Model,Unassigned,No,7.4,Unassigned,7.4 Cu. Ft. Gas Wrinkle Shield Dryer with Steam,,37 Dry Cycles with 7 Options,,Energy Star® Certified,Wrinkle Shield™ Plus with Steam,Steam Refresh Cycle,Stackable Installation,,,,,,,,,,,,,,,,,,,Chrome Shadow,,,,,,,Front Control Panel,,,,,,,,,,,7.4 Cu Ft Capacity,,Cycle Time Remaining,,,,,,,,,,,Front-Mounted Lint Screen,,,,,,,,,,,,,,,,,,,,"38 1/8"" H x 31"" D x 27"" W",,37 Dry Cycles with 7 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Moisture Sensing,,,,,,,,,,"20,000 BTU",,,,,,,,,,,,,,,,,,,,,,,,
wgd6605mw,2022,9/14/2022,1,5,,Laundry,Dryers,Match Front Load Washer,898,1003,1149,Low/Mid - 25% to 50%,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,,Active Model,Unassigned,No,7.4,Unassigned,7.4 Cu. Ft. Gas Wrinkle Shield Dryer with Steam,,37 Dry Cycles with 7 Options,,Energy Star® Certified,Wrinkle Shield™ Plus with Steam,Steam Refresh Cycle,Stackable Installation,,,,,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,Front Control Panel,,,,,,,,,,,7.4 Cu Ft Capacity,,Cycle Time Remaining,,,,,,,,,,,Front-Mounted Lint Screen,,,,,,,,,,,,,,,,,,,,"38 1/8"" H x 31"" D x 27"" W",,37 Dry Cycles with 7 Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced Moisture Sensing,,,,,,,,,,"20,000 BTU",,,,,,,,,,,,,,,,,,,,,,,,
wgd6620hc,2019,1/15/2019,1,5,WGD6620H,Laundry,Dryers,Match Front Load Washer,850,850,850,Low - 25% & Below,,,Whirlpool,,Gas,Metallic,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,No,Active Model,No,No,7.4,No,7.4 cu ft Gas Dryer With Steam,,37 Dry Cycles with 3 Dryness Level,,Energy Star® Certified,Wrinkle Shield™ Plus with Steam,,,64 Ft Maximum Vent Length,Optional Pedestal Sold Separately,,,,,,,,,,,,,,,,,Chrome Shadow,27 inches,38 3/4 inches,31 inches,,,,Chrome Shadow Finish,Closet-Depth Fit,,Reversible Door,Side Swing Door,,,,,,,7.4 Cu. Ft. Capacity,,Intuitive Controls,,,,,,,,,,,,Front-Mounted Lint Screen,,,,,,,,,,,,,,,,,,,"38 3/4"" H x 31"" D x 27"" W",,,37 Dry Cycles,5 Temperature Settings,,Sanitize Cycle,Static Reduce Option,,Wrinkle Shield™ Plus Option with Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,Moisture Sensor Control,,,,,,,,,"120V, 60Hz, 15Amps",,,Gas Dryer,,,,,,,,,,,,,,,,,,,,,
wgd8620hc,2019,1/15/2019,1,5,WGD8620H,Laundry,Dryers,Match Front Load Washer,1118,1254,1549,High - 75% & Above,,,Whirlpool,,Gas,Metallic,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,No,Active Model,No,No,7.4,No,7.4 cu ft Gas Dryer With Steam,,37 Dry Cycles with 3 Dryness Level,,Energy Star® Certified,Wrinkle Shield™ Plus with Steam,,,64 Ft Maximum Vent Length,Optional - LP Conversion Kit,Optional Pedestal Sold Separately,,,,,,,,,,,,,,,,Chrome Shadow,27 inches,38 3/4 inches,31 inches,,,,Chrome Shadow Finish,Closet-Depth Fit,,Side Swing Door,Stainless Steel Drum,,,,,,,7.4 Cu. Ft. Capacity,,Automatic Dry Control,,,,,,,,,,,Cycle Time Remaining,Dry Rack,,Front-Mounted Lint Screen,Interior Light,,,,,,,,,,,,,,,,"38 3/4"" H x 31"" D x 27"" W",,,37 Dry Cycles,5 Temperature Settings,,Sanitize Cycle,Static Reduce Option,,Wrinkle Shield™ Plus Option with Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,Moisture Sensor Control,,,,,,,,,"120V, 60Hz, 15Amps","20,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,
wgd8620hw,2019,1/15/2019,1,5,WGD8620H,Laundry,Dryers,Match Front Load Washer,1118,1206,1449,High - 75% & Above,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,No,Active Model,No,No,7.4,No,7.4 cu ft Gas Dryer With Steam,,37 Dry Cycles with 3 Dryness Level,,Energy Star® Certified,Wrinkle Shield™ Plus with Steam,,,64 Ft Maximum Vent Length,Optional - LP Conversion Kit,Optional Pedestal Sold Separately,,,,,,,,,,,,,,,,White,27 inches,38 3/4 inches,31 inches,,,,Closet-Depth Fit,,Side Swing Door,Stainless Steel Drum,White Color Finish,,,,,,,7.4 Cu. Ft. Capacity,,Automatic Dry Control,,,,,,,,,,,Cycle Time Remaining,Dry Rack,,Front-Mounted Lint Screen,Interior Light,,,,,,,,,,,,,,,,"38 3/4"" H x 31"" D x 27"" W",,,37 Dry Cycles,5 Temperature Settings,,Sanitize Cycle,Static Reduce Option,,Wrinkle Shield™ Plus Option with Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,Moisture Sensor Control,,,,,,,,,"120V, 60Hz, 15Amps","20,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,
wgd9620hc,2019,3/17/2019,1,5,WGD9620H,Laundry,Dryers,Match Front Load Washer,1574,1637,1749,High - 75% & Above,,,Whirlpool,,Gas,Metallic,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Gas Dryer With Steam,,37 Dry Cycles with 5 Temperatures,,Energy Star® Certified,Wrinkle Shield™ Option with Steam,,,64 Ft Maximum Vent Length,Optional - LP Conversion Kit,Pedestal Options,Scan-to-Connect Technology,,,,,,,,,,,,,,,Chrome Shadow,27 inches,38 3/4 inches,31 inches,,,,Chrome Shadow Finish,Closet-Depth Fit,,Stainless Steel Drum,Window Door,,,,,,,7.4 Cu. Ft. Capacity,,,Nest Learning Thermostat™ Integration,Remote Control with Mobile App,Touchscreen,"Works with Amazon Alexa, Google Assistant & Siri",,,,,,,,Cycle Time Remaining,Dry Rack,Interior Light,,,,,,,,,,,,,,,,,"38 3/4"" H x 31"" D x 27"" W",,,37 Dry Cycles,5 Temperature Settings,,Sanitize Cycle,Static Reduce Option,,Wrinkle Shield™ Plus Option with Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Dry Temperature Control,Front-Mount Lint Screen,Moisture Sensor Control,Quad Baffle Drying System,,,,,,"20,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,,
wgd9620hw,2019,3/17/2019,1,5,WGD9620H,Laundry,Dryers,Match Front Load Washer,1484,1542,1649,High - 75% & Above,,,Whirlpool,,Gas,White,7.0 to 7.9 cu ft,27,Energy Star®,Yes,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Gas Dryer With Steam,,37 Dry Cycles with 5 Temperatures,,Energy Star® Certified,Wrinkle Shield™ Option with Steam,,,64 Ft Maximum Vent Length,Optional - LP Conversion Kit,Pedestal Options,Scan-to-Connect Technology,,,,,,,,,,,,,,,White,27 inches,38 3/4 inches,31 inches,,,,Closet-Depth Fit,,Stainless Steel Drum,White Color Finish,,,,,,,,7.4 Cu. Ft. Capacity,,,Nest Learning Thermostat™ Integration,Remote Control with Mobile App,Touchscreen,"Works with Amazon Alexa, Google Assistant & Siri",,,,,,,,Cycle Time Remaining,Dry Rack,Interior Light,,,,,,,,,,,,,,,,,"38 3/4"" H x 31"" D x 27"" W",,,37 Dry Cycles,5 Temperature Settings,,Sanitize Cycle,Static Reduce Option,,Wrinkle Shield™ Plus Option with Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,Automatic Dry Temperature Control,Front-Mount Lint Screen,Moisture Sensor Control,Quad Baffle Drying System,,,,,,"20,000 BTU Heating Burner",,,,,,,,,,,,,,,,,,,,,,,,
dle3400w,2020,2/25/2020,1,5,DLE3400,Laundry,Dryers,Match Front Load Washer,748,749,750,Low - 25% & Below,,,LG,,Electric,White,7.0 to 7.9 cu ft,27,Energy Star®,No,No,Vent,No,Active Model,No,No,7.4,No,7.4 cu ft Electric Dryer,,8 Drying Programs with 7 Options,,Energy Star® Qualified,Wrinkle Care Option,,3 Minute Installation Check,,4-Way Venting Option,Closet Depth,Optional - LP Conversion Kit (LPK1),,Optional - Pedestal (WDP4W),Optional - Side Venting Kit (383EEL9001B),,,,,,,,,,,,White,27 inches,38 11/16 inches,30 inches,"Minimum Width 27""",,,,Front Load Dryer,Painted Steel Cabinet,Painted Tub Rear,Reversible Door,Round Door with White Trim,White Color Finish,,,,,7.4 Cu Ft Capacity,,,Dial-A-Cycle™ Controls,Intelligent Electronic Controls with LED Display,Remaining Time Display / Status Indicator,Touch Buttons,,,,,,,,Damp Dry Signal,End of Cycle Signal,FlowSense™ Duct Clogging Indicator,SmartDiagnosis™,,,,,,,,,,,,,,,,"38 11/16"" H x 30"" D x 27"" W",,8 Drying Programs with 7 Options,,Bedding Cycle,Delicates Cycle,Energy Saver Option,Heavy Duty Cycle,"Manual Dry Times - 60/40/20 Min., More/Less",More / Less Time Option,Normal Dry,Permanent Press Cycle,Speed Dry Cycle,Towels Cycle,Wrinkle Care Option,,,,,,,,,,,,,,,,,,,,,,5 Drying Levels,Precise Temperature Control w/ Variable Heater,Sensor Drying System,,,,,,,,Electric Dryer,Energy Star® Certified,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,
dle3470m,2023,3/14/2023,1,5,,Laundry,Dryers,Match Front Load Washer,848,849,850,Low - 25% & Below,,,LG,,Electric,Black,7.0 to 7.9 cu ft,27,Energy Star®,Yes,No,Vent,,Active Model,No,No,7.4,Unassigned,"7.4 cu. ft. Ultra Large Vented Electric Dryer with Sensor Dry, N",,8 Drying Cycles,,Energy Star® Certified,Wrinkle Care Option,SmartDiagnosis™,3 Minute Installation Check,,,,,,,,,,,,,,,,,,,Matte Black Stainless,,,,"27"" Minimum Opening (Width)",,,Front Load Design,,,,,,,,,,,7.4 Cu Ft Capacity,,Hard Buttons,,,,,,,,,,,Signal,,,,,,,,,,,,,,,,,,,,"39"" H x 30 1/8"" D x 27"" W",,8 Dry Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Dry Times - 60, 40, 20 Min, More/Less Time",,,,,,,,,,"120/240V, 60 Hz, 26 Amps",,,,,,,,,,,,,,,,,,,,,,,,
dle3470w,2023,3/6/2023,1,5,,Laundry,Dryers,Match Front Load Washer,797,838,1000,Low - 25% & Below,,,LG,,Electric,White,7.0 to 7.9 cu ft,27,Energy Star®,Yes,No,Vent,,Active Model,No,No,7.4,Unassigned,"7.4 cu. ft. Ultra Large Vented Electric Dryer with Sensor Dry, N",,8 Drying Cycles,,Energy Star® Certified,Wrinkle Care Option,SmartDiagnosis™,3 Minute Installation Check,,,,,,,,,,,,,,,,,,,White,,,,"27"" Minimum Opening (Width)",,,Front Load Design,,,,,,,,,,,7.4 Cu Ft Capacity,,Hard Buttons,,,,,,,,,,,Signal,,,,,,,,,,,,,,,,,,,,"39"" H x 30 1/8"" D x 27"" W",,8 Dry Programs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5 Dry Times - 60, 40, 20 Min, More/Less Time",,,,,,,,,,"120/240V, 60 Hz, 26 Amps",,,,,,,,,,,,,,,,,,,,,,,,
dle3600v,2020,9/7/2020,1,5,DLE3600,Laundry,Dryers,Match Front Load Washer,750,949,1149,Low/Mid - 25% to 50%,,,LG,,Electric,Stainless,7.0 to 7.9 cu ft,27,Energy Star®,No,Yes,Vent,No,Active Model,Yes,No,7.4,No,7.4 cu ft Smart Electric Steamdryer,,10 Drying Programs with 9 Options,SmartThinQ® Technology,Energy Star® Qualified,,,,Closet Depth,Optional - LP Conversion Kit (383EEL3002D),,Optional - Pedestal (WDP4V),Optional - Side Venting Kit (383EEL9001B),,,,,,,,,,,,,,Titanium Steel,27 inches,39 inches,30 1/8 inches,"Minimum Width 27""",,,,Front Control Panel,Front Load Dryer,Graphite Steel Color Finish,Painted Steel Cabinet,Painted Tub Rear,Reversible Door,Tempered Glass Door,,,,7.4 Cu Ft Capacity,,,Dial-A-Cycle™ Controls,Intelligent Electronic Controls with LED Display,Remaining Time Display / Status Indicator(s),Remote Start,Signal,Touch Buttons,Wi-Fi Enabled,,,,3 Minute Installation Check,4 Adjustable Legs,,Drum Light,End of Cycle Signal,FlowSense™ Duct Clogging Indicator,SmartDiagnosis™,ThinQ® Technology w/ Proactive Customer Care,Wifi Connect,Works with Google Assistant or Amazon Alexa,,,,,,,,,,,"39"" H x 30 1/8"" D x 27"" W",,10 Drying Programs with 9 Options,"5 Dry Times - 60, 40, 20 Min, More/Less Time",Air Dry (Manual Dry) Cycle,,Damp Dry Signal Option,Delicates Cycle,Downloaded Cycle,Energy Saver Option,Heavy Duty Cycle,More / Less Time Option,Normal Cycle,Permanent Press Cycle,Small Load Cycle,Speed Dry (Manual Dry) Cycle,Towels Cycle,Wrinkle Care Option,,,,,,,,,,,,,,,,,,,AI Fabric Sensor / Smart Pairing,Precise Temperature Control w/ Variable Heater,Sensor Dry Technology,,,,,,,,Electric Dryer,Energy Star® Certified,LoDecibel™ Quiet Operation,,,,,,,,,,,,,,,,,,,,,
